Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;15;74.6243;86.0463;54.8101;1024;901;831;801;668;661;625;598;561;551;520;497;472;452;448;436;369;338;274;78.4274;87;16.0679;18.2123;10;7;3;0;0;0;494;0;928;0;13;883;2020;706;0;341;1430;1367;638;0;331;1551;1324;865;0;1186;344;1449
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;16;81.0258;95.2471;52.9823;718;466;183;93;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81.481;82;10.5991;10.6118;0;0;0;0;0;0;6;0;103;0;17;112;3612;8;0;79;8;3749;2;0;132;1;3709;0;0;711;0;3133
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;17;81.1899;94.6119;60.6977;851;676;410;364;351;341;307;280;270;245;160;146;132;26;25;0;0;0;0;82.674;93;11.1516;15.1991;0;0;0;0;0;0;1137;0;638;0;412;713;2081;709;0;471;325;2339;471;0;767;71;2535;0;0;786;546;2512
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;18;94.5531;101.472;61.4873;921;807;663;551;448;406;207;123;71;71;21;21;12;0;0;0;0;0;0;71.0679;60;10.5727;15.3073;0;0;0;0;0;0;287;0;605;0;370;403;2466;377;0;213;345;2909;289;0;286;186;3083;0;0;1247;362;2235
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;19;86.5617;95.3463;61.0351;973;893;709;565;500;377;243;206;153;141;99;90;87;74;60;41;40;40;33;74.0864;75;12.212;12.2462;6;4;2;2;1;1;0;0;758;0;206;917;1963;676;0;388;756;2024;556;0;586;528;2174;406;0;441;233;2764
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;20;91.486;107.651;69.3312;896;815;512;420;316;259;135;87;80;79;71;71;70;59;59;59;22;14;14;85.3135;87;8.44987;8.61658;0;0;0;0;0;0;12;0;209;0;250;249;3136;0;0;209;101;3534;0;0;150;52;3642;0;0;458;33;3353
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;21;80.7784;94.7526;59.7625;880;825;635;516;380;307;214;210;210;191;172;168;166;163;161;159;152;152;107;83.609;76;10.5809;13.0333;0;0;0;0;0;0;0;0;130;0;156;784;2774;45;0;177;524;3098;42;0;131;606;3065;0;0;291;178;3375
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;22;73.4287;87.4641;54.9498;1023;948;910;856;794;760;678;656;607;591;556;534;498;441;363;318;311;306;249;84.6589;90;14.8551;15.7863;6;3;2;2;1;1;0;0;697;0;105;1488;1554;682;0;35;1699;1428;659;0;90;1775;1320;543;0;0;932;2369
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;23;83.8967;91.737;65.4498;1046;1035;1002;973;960;946;871;812;803;774;752;729;664;630;567;539;504;455;442;74.7503;60;21.2334;25.8551;26;11;3;7;4;1;0;0;1738;0;194;951;961;1839;0;142;1509;354;1780;0;144;1366;554;1796;0;189;1198;661
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;24;138.746;139.125;119.71;1079;1064;1041;1012;991;978;955;940;907;887;863;859;848;833;808;798;760;748;711;59.4264;60;15.1123;15.1232;48;18;7;15;11;5;656;0;3253;0;547;21;23;3258;0;568;2;16;3119;0;713;0;12;3145;0;685;0;14
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;25;107.019;114.158;86.8104;993;932;761;722;704;687;646;644;637;616;533;514;488;407;372;347;332;316;298;71.4657;60;15.5855;19.3495;27;10;4;9;6;2;986;0;2150;0;273;467;954;2157;0;426;372;889;2060;0;616;280;888;2180;0;430;371;863
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;26;88.4446;100.99;67.6204;961;858;726;636;570;443;433;390;380;358;346;320;311;283;257;225;220;185;171;80.5588;95;12.856;19.3359;6;4;2;0;0;0;1410;0;874;0;532;1001;1437;878;0;738;587;1641;661;0;1047;204;1932;660;0;892;524;1768
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;27;66.6699;87.1332;49.4168;869;783;431;235;162;72;57;30;29;25;19;16;15;15;15;15;13;12;12;92.3483;95;6.60563;7.11811;1;1;1;0;0;0;95;0;48;0;15;1236;2545;49;0;27;481;3287;0;0;90;46;3708;0;0;127;1;3716
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;28;63.9422;80.5081;44.1423;772;631;177;117;80;59;25;24;20;20;0;0;0;0;0;0;0;0;0;87.1863;87;7.12935;7.13178;0;0;0;0;0;0;306;0;253;0;21;1621;1949;236;0;50;787;2771;33;0;125;220;3466;0;0;2;103;3739
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;29;77.9625;89.687;56.032;998;906;671;601;592;557;487;476;427;419;396;372;331;323;301;251;223;197;194;78.8293;87;12.6156;15.031;10;8;3;4;3;1;285;0;1083;0;68;1010;1683;1063;0;166;862;1753;829;0;233;803;1979;464;0;23;1110;2247
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;30;83.9121;98.5671;63.8371;909;804;566;510;463;381;368;358;316;301;282;265;249;224;195;172;123;122;68;84.6665;90;10.8186;12.0622;0;0;0;0;0;0;252;0;531;0;312;623;2378;205;0;560;707;2372;171;0;592;493;2588;132;0;954;236;2522
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;31;114.425;117.699;95.3132;1078;1060;1015;997;973;959;941;901;853;820;781;768;737;717;683;643;622;602;501;65.9475;60;16.1252;17.1873;34;16;6;5;3;2;895;0;2714;0;733;136;261;2534;0;990;83;237;2428;0;971;96;349;2265;0;1087;104;388
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;32;120.663;122.761;101.233;1087;1064;1029;998;957;940;920;893;867;811;758;698;672;667;631;622;600;578;549;63.9672;60;14.3465;14.885;36;17;6;6;4;2;694;0;2813;0;953;64;14;2863;0;931;27;23;2756;0;1036;21;31;2990;0;734;78;42
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;33;116.067;117.958;97.6834;1086;1066;1048;1030;1005;999;967;911;901;885;855;805;798;771;728;721;687;641;627;63.7063;60;16.5328;16.9433;45;21;5;15;8;4;780;0;3280;0;503;44;17;3123;0;721;0;0;3294;0;550;0;0;3557;0;287;0;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;34;111.801;115.007;92.6576;1105;1070;1048;1040;1025;1015;1011;994;970;953;920;915;910;869;846;844;787;741;715;65.4157;60;17.138;17.9735;47;16;6;15;9;4;807;0;3201;0;427;111;105;3203;0;502;37;102;3335;0;411;15;83;3619;0;151;0;74
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;35;123.158;125.302;104.862;1057;1027;954;936;927;895;882;848;841;825;780;762;729;713;680;650;608;585;571;64.2255;60;16.7485;17.2735;42;16;5;10;6;3;827;0;2793;0;712;113;226;2823;0;747;45;229;2730;0;903;13;198;3309;0;347;0;188
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;36;67.2732;83.2034;44.9204;777;646;346;188;114;109;109;107;107;107;107;107;106;106;104;93;93;80;80;84.8634;95;11.5359;15.3576;6;5;2;0;0;0;414;0;332;0;146;1267;2099;257;0;268;696;2623;177;0;378;429;2860;262;0;319;99;3164
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;37;59.693;79.0567;41.9422;750;630;288;65;23;21;20;0;0;0;0;0;0;0;0;0;0;0;0;91.2986;95;3.93762;5.40448;0;0;0;0;0;0;0;0;0;0;0;558;3286;0;0;0;6;3838;0;0;0;0;3844;0;0;0;0;3844
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;38;67.7508;82.1519;47.8083;856;698;525;396;341;272;159;121;116;93;93;60;60;59;59;59;59;59;58;83.7703;87;11.5988;12.0402;4;2;1;2;2;1;0;0;450;0;23;1089;2282;442;0;16;659;2727;415;0;39;116;3274;421;0;76;184;3163
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;39;113.706;117.977;96.2523;948;898;816;789;713;666;603;552;502;502;493;452;446;443;420;415;399;399;397;66.4381;60;16.2705;17.4982;11;8;4;1;1;1;3;0;1646;0;761;779;658;1746;0;799;576;723;1888;0;762;465;729;1922;0;553;523;846
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;40;99.5117;107.186;81.3025;1076;1035;981;941;893;862;802;760;718;659;606;597;577;527;479;435;316;278;187;74.2638;60;17.0341;22.2187;5;4;3;0;0;0;630;419;1582;0;800;847;615;1324;0;1247;544;729;1117;0;1521;567;639;1483;0;1028;523;810
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;41;112.674;115.367;93.1426;1101;1085;1037;973;929;913;854;840;791;778;695;648;618;514;427;347;243;166;145;64.6834;60;14.5757;15.3099;24;14;4;0;0;0;370;0;2930;0;697;88;129;2727;0;992;0;125;2691;0;1028;0;125;3256;0;588;0;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;42;111.18;113.713;93.0666;1015;992;929;897;861;854;805;741;669;635;568;523;502;443;397;323;274;238;197;64.5122;60;14.7351;15.4107;13;7;3;0;0;0;588;0;2671;0;785;214;174;2612;0;997;11;224;2609;0;1042;4;189;3174;0;656;14;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;43;105.475;109.075;88.333;1063;1045;1021;1005;973;960;919;886;853;849;810;797;785;680;662;655;499;496;486;67.4316;60;16.5609;18.1523;28;13;6;4;4;3;807;0;2820;0;493;210;321;2806;0;668;76;294;2892;0;536;64;352;3120;0;337;183;204
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;44;102.271;107.941;84.6087;1126;1095;1080;1059;1053;1040;1003;981;955;938;900;899;896;849;743;722;619;608;541;72.2349;60;16.7317;20.7288;53;23;7;18;10;5;612;0;3699;0;104;2;39;3785;0;59;0;0;3772;0;72;0;0;3770;0;74;0;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;45;89.8369;99.7807;67.5323;872;796;687;618;571;537;524;482;474;473;463;461;443;439;398;371;345;335;328;76.3309;60;16.775;23.413;20;8;3;4;3;1;934;0;1587;0;269;986;1002;1467;0;425;936;1016;1512;0;390;455;1487;1650;0;235;227;1732
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;46;63.1043;78.6145;38.3455;836;665;343;119;53;4;4;4;4;4;4;0;0;0;0;0;0;0;0;83.3858;87;9.81691;10.4612;0;0;0;0;0;0;0;0;0;0;0;2052;1792;0;0;0;943;2901;0;0;0;272;3572;0;0;0;0;3844
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;47;74.6119;86.4243;55.1257;940;819;556;447;374;301;262;260;232;221;220;192;192;191;190;190;187;164;163;79.3681;87;16.4165;18.1108;6;3;2;2;2;2;0;0;705;0;82;846;2211;743;0;97;463;2541;823;0;72;227;2722;817;0;133;241;2653
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;48;162.569;164.111;150.389;948;914;861;813;793;745;672;645;628;627;623;611;596;571;551;541;537;536;526;63.346;60;16.1832;16.3731;32;12;6;14;8;5;113;0;3113;0;329;198;204;3063;0;453;113;215;3131;0;465;83;165;3485;0;108;162;89
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;49;121.177;124.489;104.355;995;957;922;895;873;802;790;760;704;696;695;667;645;612;604;600;585;584;578;67.6517;60;20.9361;22.2909;13;8;3;3;3;2;523;0;2072;0;894;390;488;1884;0;1226;351;383;1898;0;1356;240;350;2428;0;1192;212;12
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;50;111.664;116.916;92.2776;966;904;814;750;697;683;664;620;566;545;480;442;438;392;388;362;359;329;295;71.7776;60;14.3591;18.5724;2;2;2;0;0;0;459;1573;1279;0;1448;394;723;1387;0;1676;304;477;993;0;2071;359;421;996;0;2041;181;626
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;51;103.715;109.225;83.73;1065;1037;1012;988;952;923;876;810;794;771;691;662;595;505;465;428;368;286;208;71.6275;60;11.9705;16.6891;22;13;5;0;0;0;624;0;2859;0;438;162;385;2877;0;616;0;351;2956;0;381;0;507;3810;0;29;0;5
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;52;99.0049;105.683;79.4779;1050;1010;973;936;907;872;786;728;675;649;553;468;428;400;358;336;274;189;176;73.3889;60;13.9887;19.3647;17;11;4;2;2;2;645;0;2366;0;465;457;556;2533;0;541;322;448;2094;0;896;285;569;2823;0;6;775;240
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;53;102.085;107.008;82.6688;1075;1065;1029;987;946;927;892;884;861;828;789;704;677;521;398;358;293;200;111;70.6436;60;12.0888;16.1076;18;10;5;1;1;1;580;0;3092;0;327;159;266;3406;0;213;41;184;3327;0;202;38;277;3241;0;0;219;384
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;54;101.591;108.187;82.4259;1036;1006;943;909;833;811;778;680;656;599;580;550;532;432;400;374;355;273;235;73.0195;60;13.7059;18.9051;21;10;5;1;1;1;1153;0;2103;0;614;596;531;2038;0;776;505;525;1887;0;909;295;753;2361;0;465;420;598
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;55;80.2388;88.8455;56.9896;932;840;580;263;186;111;47;47;47;47;45;45;45;45;13;13;8;8;8;74.9815;62;10.6001;16.7608;0;0;0;0;0;0;43;0;11;0;53;838;2942;12;0;40;801;2991;12;0;1;302;3529;12;0;7;69;3756
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;56;82.1314;91.2612;59.1982;919;773;500;390;258;105;27;27;7;7;7;7;7;2;2;1;1;0;0;76.3941;67;9.56915;13.4105;0;0;0;0;0;0;0;0;52;0;109;1073;2610;0;0;42;604;3198;0;0;22;181;3641;0;0;89;34;3721
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;57;144.789;149.456;129.419;959;913;826;760;715;668;661;655;632;610;606;603;582;564;550;509;503;492;488;68.6587;60;23.0869;24.6576;21;9;5;11;6;4;521;0;2282;0;563;277;722;2246;0;772;83;743;2176;0;980;29;659;2830;0;690;41;283
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;58;126.9;131.54;115.01;982;949;910;878;858;830;814;799;782;761;752;745;740;740;739;680;677;677;673;76.0637;60;37.8916;41.1568;22;12;4;6;4;2;484;0;2352;0;725;322;445;2421;0;915;121;387;2534;0;1032;84;194;3432;0;399;13;0
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;59;145.876;150.311;132.31;907;807;666;603;489;489;479;450;440;437;432;423;415;413;409;408;391;364;353;67.6345;60;28.5168;29.5213;12;5;3;2;2;2;0;0;2412;0;210;557;665;2454;0;290;579;521;2523;0;320;513;488;2551;0;355;273;665
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;60;86.3736;100.465;69.5916;956;858;811;754;695;623;554;542;400;372;333;216;213;210;184;183;147;140;109;85.2677;90;13.3121;14.1285;0;0;0;0;0;0;0;860;393;0;528;1076;1847;194;0;785;1014;1851;139;0;939;806;1960;0;0;989;450;2405
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;61;104.404;109.639;85.8161;1050;997;967;936;858;812;764;758;715;685;608;570;503;492;455;410;294;253;175;71.0757;60;12.5136;16.7121;7;5;2;0;0;0;503;838;1930;0;863;329;722;2002;0;873;284;685;1663;0;1184;86;911;2311;0;1265;42;226
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;62;99.608;107.48;79.0757;1101;1070;1036;1028;975;918;864;848;785;761;698;669;622;560;533;495;359;310;161;74.872;60;12.4943;19.4253;21;15;6;2;2;2;654;0;2322;0;399;619;504;2388;0;602;263;591;2118;0;776;124;826;2601;0;58;856;329
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;63;101.414;106.899;82.2578;1097;1067;1042;975;927;867;810;793;761;656;556;504;451;427;376;272;231;209;196;71.8137;60;12.6002;17.2733;17;9;3;0;0;0;1297;0;2477;0;492;332;543;2589;0;692;99;464;2342;0;688;66;748;2925;0;217;563;139
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;64;95.423;104.058;73.2685;898;785;644;585;532;509;475;354;336;317;267;237;218;195;133;108;105;82;64;75.6519;62;13.3421;19.0902;9;6;3;0;0;0;66;0;1058;0;719;441;1626;880;0;1029;335;1600;780;0;1000;142;1922;1160;0;379;252;2053
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;65;85.0978;92.7903;62.6371;843;763;562;343;245;184;23;20;19;10;10;10;10;10;10;10;0;0;0;74.4964;87;9.84175;15.9136;0;0;0;0;0;0;0;0;46;0;341;911;2546;0;0;289;630;2925;0;0;234;352;3258;0;0;0;0;3844
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;66;75.5505;86.2284;53.5892;882;701;538;279;205;119;72;59;58;55;37;37;22;22;22;22;22;22;22;79.135;87;8.54592;11.6149;0;0;0;0;0;0;0;0;47;0;55;1477;2265;1;0;39;1214;2590;0;0;59;571;3214;0;0;235;0;3609
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;67;110.62;116.522;94.1426;930;877;761;716;667;648;595;582;573;540;521;454;418;310;298;278;275;237;227;75.0952;60;14.1775;20.7106;8;6;3;5;3;2;517;0;1296;0;496;682;1370;1244;0;695;568;1337;1183;0;886;282;1493;1236;0;1656;126;826
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;68;112.845;116.408;99.8033;1061;1024;985;953;911;890;851;828;813;767;750;705;688;670;647;640;559;527;506;66.9183;60;23.7893;24.7751;37;18;6;22;12;4;60;0;2464;0;257;329;794;2577;0;347;710;210;2858;0;339;462;185;3015;0;148;155;526
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;69;106.141;110.629;93.5083;996;971;913;868;811;765;724;667;659;616;606;573;545;539;513;497;427;417;396;70.7797;60;22.124;24.6111;17;10;6;8;5;4;94;0;1586;0;766;331;1161;1751;0;767;796;530;1960;0;808;488;588;1999;0;845;333;667
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;70;86.4586;99.1374;69.7344;1004;931;826;693;633;606;520;502;403;389;343;330;301;255;241;229;178;135;109;84.2661;90;12.5222;13.7728;1;1;0;0;0;0;0;0;910;0;246;1205;1483;480;0;424;1053;1887;356;0;618;1109;1761;215;0;411;1104;2114
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;71;92.0588;101.863;74.3083;993;956;904;859;741;680;623;593;568;506;469;441;424;396;386;366;343;333;297;78.8187;90;14.5567;18.3562;5;4;4;2;2;2;98;1473;844;0;849;909;1242;760;0;1155;867;1062;553;0;1581;745;965;506;0;1573;721;1044
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;72;97.4696;103.748;77.9948;1027;1011;926;914;877;789;719;625;609;557;490;461;438;378;263;200;171;162;73;72.366;60;13.5206;18.3239;16;9;4;2;2;1;618;246;1809;0;429;688;918;1910;0;467;355;1112;1637;0;736;142;1329;1489;0;784;1165;406
C:\Users\lipovitsa\Documents\_img\urban\prg\UrbanizationIndexUj_LT_20140827\UrbanizationIndexUj_LT_20140814\UrbanizationIndex\bin\Debug\tempproject\2\01.bmp;73;99.8736;104.308;81.9389;1066;1011;944;908;880;820;796;754;712;680;603;534;459;418;316;288;252;178;156;70.0851;60;14.2203;17.4342;13;7;6;2;2;1;761;0;2204;0;404;651;585;2281;0;414;498;651;1981;0;731;281;851;2038;0;246;896;664
